tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,p1_games,p2_games,score,p_win
Open Banco Sabadell,2014-04-25,ATP500,Outdoor,Clay,Quarterfinals,3,Nishikori K.,16.02,Cilic M.,15.75,Nishikori K.,12,4,6-1 6-3,0
Open Banco Sabadell,2014-04-27,ATP500,Outdoor,Clay,The Final,3,Nishikori K.,16.02,Giraldo S.,15.1,Nishikori K.,12,4,6-2 6-2,0
BRD Nastase Tiriac Trophy,2014-04-21,ATP250,Outdoor,Clay,1st Round,3,Chardy J.,15.38,Vesely J.,15.37,Vesely J.,6,13,6-7 0-6,1
BRD Nastase Tiriac Trophy,2014-04-22,ATP250,Outdoor,Clay,1st Round,3,Ebden M.,14.9,Haase R.,15.06,Haase R.,7,12,4-6 3-6,1
BRD Nastase Tiriac Trophy,2014-04-22,ATP250,Outdoor,Clay,1st Round,3,Berankis R.,15.07,Basilashvili N.,15.09,Berankis R.,18,14,6-7 6-3 6-4,0
BRD Nastase Tiriac Trophy,2014-04-22,ATP250,Outdoor,Clay,1st Round,3,Mannarino A.,15.33,Copil M.,14.8,Copil M.,5,12,1-6 4-6,1
BRD Nastase Tiriac Trophy,2014-04-23,ATP250,Outdoor,Clay,2nd Round,3,Dimitrov G.,15.65,Vesely J.,15.37,Dimitrov G.,13,8,7-6 6-2,0
BMW Open,2014-04-28,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,15.46,Davydenko N.,14.44,Delbonis F.,13,8,6-2 7-6,0
BMW Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Sela D.,13,Klizan M.,14.76,Klizan M.,3,12,1-6 2-6,1
BMW Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Melzer J.,13.88,Zverev A.,15.75,Melzer J.,12,3,6-1 6-2,0
BMW Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Berankis R.,15.07,Melzer J.,13.88,Berankis R.,17,18,7-6 3-6 7-6,0
BMW Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,15.46,Bellucci T.,14,Bellucci T.,12,17,7-5 3-6 2-6,1
BMW Open,2014-05-02,ATP250,Outdoor,Clay,Quarterfinals,3,Fognini F.,15.37,Bellucci T.,13,Fognini F.,12,4,6-2 6-2,0
BMW Open,2014-05-04,ATP250,Outdoor,Clay,The Final,3,Klizan M.,14.76,Fognini F.,15.37,Klizan M.,14,9,2-6 6-1 6-2,0
Portugal Open,2014-04-28,ATP250,Outdoor,Clay,1st Round,3,Mannarino A.,15.33,Golubev A.,14,Golubev A.,13,15,3-6 6-3 4-6,1
Portugal Open,2014-04-29,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,15.39,Sousa J.,15.27,Mayer L.,15,9,3-6 6-1 6-2,0
Portugal Open,2014-05-01,ATP250,Outdoor,Clay,2nd Round,3,Golubev A.,13,Mayer L.,15.39,Mayer L.,7,13,1-6 6-7,1
Mutua Madrid Open,2014-05-05,Masters 1000,Outdoor,Clay,1st Round,3,Granollers M.,14.62,Copil M.,14.8,Copil M.,7,12,3-6 4-6,1
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,15.37,Dolgopolov O.,15.44,Dolgopolov O.,14,17,5-7 6-4 3-6,1
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,1st Round,3,Cilic M.,15.75,Sousa J.,15.27,Cilic M.,12,2,6-1 6-1,0
Mutua Madrid Open,2014-05-06,Masters 1000,Outdoor,Clay,2nd Round,3,Raonic M.,15.84,Chardy J.,15.38,Raonic M.,12,6,6-3 6-3,0
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,15.65,Copil M.,14.8,Dimitrov G.,17,15,4-6 6-3 7-6,0
Mutua Madrid Open,2014-05-08,Masters 1000,Outdoor,Clay,3rd Round,3,Nishikori K.,16.02,Raonic M.,15.84,Nishikori K.,14,12,7-6 7-6,0
Mutua Madrid Open,2014-05-08,Masters 1000,Outdoor,Clay,3rd Round,3,Murray A.,16.13,Giraldo S.,15.1,Giraldo S.,5,12,3-6 2-6,1
Internazionali BNL d'Italia,2014-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Chardy J.,15.38,Haase R.,15.06,Chardy J.,12,8,6-4 6-4,0
Internazionali BNL d'Italia,2014-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Kukushkin M.,15.52,Sousa J.,15.27,Kukushkin M.,18,13,6-3 6-7 6-3,0
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Pospisil V.,15.71,Anderson K.,14.38,Anderson K.,11,14,5-7 6-7,1
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Cecchinato M.,14.99,Sijsling I.,14.4,Sijsling I.,11,14,6-7 5-7,1
Internazionali BNL d'Italia,2014-05-14,Masters 1000,Outdoor,Clay,2nd Round,3,Cilic M.,15.75,Melzer J.,13.88,Melzer J.,12,18,2-6 7-6 3-6,1
Internazionali BNL d'Italia,2014-05-14,Masters 1000,Outdoor,Clay,2nd Round,3,Murray A.,16.13,Granollers M.,14.62,Murray A.,13,7,6-2 7-5,0
Internazionali BNL d'Italia,2014-05-15,Masters 1000,Outdoor,Clay,3rd Round,3,Melzer J.,13.88,Murray A.,16.13,Murray A.,10,13,6-7 4-6,1
Internazionali BNL d'Italia,2014-05-16,Masters 1000,Outdoor,Clay,Quarterfinals,3,Chardy J.,15.38,Raonic M.,15.84,Raonic M.,12,17,3-6 7-5 2-6,1
Internazionali BNL d'Italia,2014-05-17,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,14.24,Raonic M.,15.84,Djokovic N.,19,16,6-7 7-6 6-3,0
Dusseldorf Open,2014-05-19,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,15.37,Sijsling I.,14.4,Vesely J.,13,9,7-6 6-3,0
Dusseldorf Open,2014-05-19,ATP250,Outdoor,Clay,1st Round,3,Milojevic N.,14.58,Basic M.,14.57,Milojevic N.,17,13,6-2 5-7 6-4,0
Dusseldorf Open,2014-05-20,ATP250,Outdoor,Clay,1st Round,3,Sela D.,13,Davydenko N.,14.44,Davydenko N.,4,12,3-6 1-6,1
Dusseldorf Open,2014-05-21,ATP250,Outdoor,Clay,1st Round,3,Kubler J.,14.86,Giannessi A.,14.94,Kubler J.,16,12,7-5 3-6 6-1,0
Dusseldorf Open,2014-05-21,ATP250,Outdoor,Clay,2nd Round,3,Davydenko N.,14.44,Vesely J.,15.37,Vesely J.,7,13,1-6 6-7,1
Dusseldorf Open,2014-05-21,ATP250,Outdoor,Clay,2nd Round,3,Melzer J.,13.88,Sousa J.,15.27,Melzer J.,17,16,7-6 4-6 6-4,0
Dusseldorf Open,2014-05-22,ATP250,Outdoor,Clay,Quarterfinals,3,Melzer J.,13.88,Vesely J.,15.37,Vesely J.,2,12,1-6 1-6,1
Open de Nice Côte d’Azur,2014-05-18,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,15.46,Kukushkin M.,15.52,Delbonis F.,13,8,7-5 6-3,0
Open de Nice Côte d’Azur,2014-05-19,ATP250,Outdoor,Clay,1st Round,3,Coric B.,15.36,Mayer L.,15.39,Mayer L.,13,16,6-4 3-6 4-6,1
Open de Nice Côte d’Azur,2014-05-20,ATP250,Outdoor,Clay,1st Round,3,Tomic B.,15.39,Klizan M.,14.76,Klizan M.,13,16,6-4 3-6 4-6,1
Open de Nice Côte d’Azur,2014-05-20,ATP250,Outdoor,Clay,1st Round,3,Sock J.,15.48,De Schepper K.,15.13,Sock J.,12,6,6-4 6-2,0
Open de Nice Côte d’Azur,2014-05-20,ATP250,Outdoor,Clay,1st Round,3,Johnson S.,15.62,Thiem D.,15.85,Thiem D.,17,17,6-3 6-7 5-7,1
Open de Nice Côte d’Azur,2014-05-21,ATP250,Outdoor,Clay,2nd Round,3,Thiem D.,15.85,Simon G.,14,Simon G.,11,16,3-6 6-4 2-6,1
Open de Nice Côte d’Azur,2014-05-23,ATP250,Outdoor,Clay,Semifinals,3,Simon G.,13,Delbonis F.,15.46,Delbonis F.,6,12,2-6 4-6,1
French Open,2014-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Kyrgios N.,15.81,Raonic M.,15.84,Raonic M.,12,19,3-6 6-7 3-6,1
French Open,2014-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Schwartzman D.,15.36,Elias G.,15.41,Schwartzman D.,19,11,6-4 6-2 7-5,0
French Open,2014-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Dolgopolov O.,15.44,Ramos A.,15.42,Dolgopolov O.,19,11,7-6 6-4 6-1,0
French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Davydenko N.,14.44,Haase R.,15.06,Haase R.,11,19,5-7 4-6 2-6,1
French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Klizan M.,14.76,Nishikori K.,16.02,Klizan M.,19,9,7-6 6-1 6-2,0
French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,14.24,Sousa J.,15.27,Djokovic N.,18,7,6-1 6-2 6-4,0
French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Goffin D.,15.79,Melzer J.,13.88,Melzer J.,20,24,4-6 7-5 5-7 4-6,1
French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Pavic A.,14.46,Simon G.,14,Simon G.,5,18,1-6 1-6 3-6,1
French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Beck A.,13,Fognini F.,15.37,Fognini F.,9,18,4-6 4-6 1-6,1
French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Mayer L.,15.39,Duckworth J.,15.15,Mayer L.,24,19,5-7 6-2 6-4 7-6,0
French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Sela D.,13,Young D.,14.43,Young D.,8,20,1-6 6-2 1-6 0-6,1
French Open,2014-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Klahn B.,15.0,Michon A.,14.73,Michon A.,20,29,1-6 7-6 7-5 1-6 4-6,1
French Open,2014-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Delbonis F.,15.46,Lajovic D.,15.07,Lajovic D.,8,18,3-6 2-6 3-6,1
French Open,2014-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Golubev A.,13,Murray A.,16.13,Murray A.,14,21,1-6 4-6 6-3 3-6,1
French Open,2014-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Johnson S.,15.62,Lokoli L.,14.66,Johnson S.,29,25,4-6 6-7 7-6 6-3 6-3,0
French Open,2014-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Granollers M.,14.62,Dolgopolov O.,15.44,Granollers M.,22,17,1-6 3-6 6-3 6-0 6-2,0
French Open,2014-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Gonzalez A.,13,Simon G.,14,Simon G.,6,18,4-6 0-6 2-6,1
French Open,2014-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Klizan M.,14.76,Haase R.,15.06,Klizan M.,23,19,6-1 3-6 6-1 1-6 7-5,0
French Open,2014-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Chardy J.,15.38,Djokovic N.,14.24,Djokovic N.,7,18,1-6 4-6 2-6,1
French Open,2014-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Vesely J.,15.37,Raonic M.,15.84,Raonic M.,11,19,6-7 4-6 1-6,1
French Open,2014-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Michon A.,14.73,Anderson K.,14.38,Anderson K.,7,18,2-6 3-6 2-6,1
French Open,2014-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Zopp J.,14.74,Lajovic D.,15.07,Lajovic D.,10,18,2-6 4-6 4-6,1
French Open,2014-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Johnson S.,15.62,Sock J.,15.48,Sock J.,11,19,5-7 4-6 2-6,1
French Open,2014-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Bellucci T.,13,Fognini F.,15.37,Fognini F.,13,19,3-6 4-6 6-7,1
French Open,2014-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Cilic M.,15.75,Djokovic N.,14.24,Djokovic N.,16,24,3-6 2-6 7-6 4-6,1
French Open,2014-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Simon G.,13,Raonic M.,15.84,Raonic M.,22,25,6-4 3-6 6-2 2-6 5-7,1
French Open,2014-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Lajovic D.,15.07,Sock J.,15.48,Lajovic D.,19,12,6-4 7-5 6-3,0
French Open,2014-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Granollers M.,14.62,Klizan M.,14.76,Granollers M.,26,20,6-7 6-2 7-6 7-5,0
French Open,2014-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Raonic M.,15.84,Granollers M.,14.62,Raonic M.,18,9,6-3 6-3 6-3,0
French Open,2014-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,14.24,Raonic M.,15.84,Djokovic N.,20,15,7-5 7-6 6-4,0
Gerry Weber Open,2014-06-10,ATP250,Outdoor,Grass,1st Round,3,Olivetti A.,14.57,Johnson S.,15.62,Johnson S.,6,12,4-6 2-6,1
Gerry Weber Open,2014-06-11,ATP250,Outdoor,Grass,2nd Round,3,Gojowczyk P.,15.0,Raonic M.,15.84,Gojowczyk P.,12,8,6-4 6-4,0
Gerry Weber Open,2014-06-13,ATP250,Outdoor,Grass,Quarterfinals,3,Nishikori K.,16.02,Johnson S.,15.62,Nishikori K.,13,7,6-1 7-6,0
AEGON Championships,2014-06-09,ATP250,Outdoor,Grass,1st Round,3,Tomic B.,15.39,Smyczek T.,15.06,Tomic B.,16,15,6-4 3-6 7-5,0
AEGON Championships,2014-06-09,ATP250,Outdoor,Grass,1st Round,3,Rola B.,14.82,Ward J.,14,Ward J.,9,13,5-7 4-6,1
AEGON Championships,2014-06-09,ATP250,Outdoor,Grass,1st Round,3,Sela D.,13,Duckworth J.,15.15,Duckworth J.,16,13,6-0 6-7 4-6,1
AEGON Championships,2014-06-09,ATP250,Outdoor,Grass,1st Round,3,Evans D.,15.45,Melzer J.,13.88,Evans D.,19,16,6-3 6-7 7-6,0
AEGON Championships,2014-06-09,ATP250,Outdoor,Grass,1st Round,3,Chardy J.,15.38,Querrey S.,15.32,Querrey S.,19,20,7-6 6-7 6-7,1
AEGON Championships,2014-06-09,ATP250,Outdoor,Grass,1st Round,3,Mannarino A.,15.33,Cox D.,14.59,Mannarino A.,13,7,7-5 6-2,0
AEGON Championships,2014-06-10,ATP250,Outdoor,Grass,1st Round,3,Thiem D.,15.85,Goffin D.,15.79,Goffin D.,6,12,4-6 2-6,1
AEGON Championships,2014-06-10,ATP250,Outdoor,Grass,1st Round,3,Ebden M.,14.9,Lacko L.,15.16,Lacko L.,17,18,6-7 7-5 4-6,1
AEGON Championships,2014-06-10,ATP250,Outdoor,Grass,2nd Round,3,Anderson K.,14.38,Evans D.,15.45,Anderson K.,12,5,6-2 6-3,0
AEGON Championships,2014-06-10,ATP250,Outdoor,Grass,2nd Round,3,Kudla D.,15.21,Querrey S.,15.32,Querrey S.,7,12,4-6 3-6,1
AEGON Championships,2014-06-10,ATP250,Outdoor,Grass,2nd Round,3,Dimitrov G.,15.65,Ward J.,13,Dimitrov G.,13,8,7-5 6-3,0
AEGON International,2014-06-16,ATP250,Outdoor,Grass,1st Round,3,Klizan M.,14.76,Delbonis F.,15.46,Klizan M.,12,8,6-4 6-4,0
AEGON International,2014-06-16,ATP250,Outdoor,Grass,1st Round,3,Golubev A.,13,Tomic B.,15.39,Tomic B.,8,12,4-6 4-6,1
AEGON International,2014-06-16,ATP250,Outdoor,Grass,1st Round,3,Querrey S.,15.32,Edmund K.,15.52,Querrey S.,13,9,7-6 6-3,0
AEGON International,2014-06-17,ATP250,Outdoor,Grass,1st Round,3,Young D.,14.43,Ward J.,13,Young D.,12,5,6-3 6-2,0
AEGON International,2014-06-18,ATP250,Outdoor,Grass,2nd Round,3,Young D.,14.43,Klizan M.,14.76,Klizan M.,10,13,6-7 4-6,1
Topshelf Open,2014-06-15,ATP250,Outdoor,Grass,1st Round,3,Paire B.,15.2,Sela D.,14,Sela D.,10,13,4-6 6-7,1
Topshelf Open,2014-06-16,ATP250,Outdoor,Grass,1st Round,3,Pospisil V.,15.71,Lajovic D.,15.07,Pospisil V.,13,9,6-4 7-5,0
Topshelf Open,2014-06-16,ATP250,Outdoor,Grass,1st Round,3,Johnson S.,15.62,De Schepper K.,15.13,Johnson S.,14,11,7-6 7-5,0
Topshelf Open,2014-06-16,ATP250,Outdoor,Grass,1st Round,3,De Bakker T.,14.76,Sijsling I.,14.4,De Bakker T.,13,10,6-4 7-6,0
Topshelf Open,2014-06-16,ATP250,Outdoor,Grass,1st Round,3,Mannarino A.,15.33,Ebden M.,14.9,Ebden M.,12,16,3-6 6-4 3-6,1
Topshelf Open,2014-06-17,ATP250,Outdoor,Grass,1st Round,3,Gonzalez A.,13,Pavic M.,14.46,Pavic M.,9,13,6-7 3-6,1
Topshelf Open,2014-06-18,ATP250,Outdoor,Grass,2nd Round,3,Sousa J.,15.27,Pavic M.,14.46,Sousa J.,12,6,6-2 6-4,0
Topshelf Open,2014-06-18,ATP250,Outdoor,Grass,2nd Round,3,Lacko L.,15.16,Melzer J.,13.88,Melzer J.,13,17,7-5 3-6 3-6,1
Topshelf Open,2014-06-19,ATP250,Outdoor,Grass,Quarterfinals,3,De Bakker T.,14.76,Sousa J.,15.27,Sousa J.,6,12,4-6 2-6,1
Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Murray A.,16.13,Goffin D.,15.79,Murray A.,19,10,6-1 6-4 7-5,0
Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Gonzalez A.,13,Wang J.,14.45,Wang J.,8,18,3-6 3-6 2-6,1
Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Chardy J.,15.38,Cox D.,14.59,Chardy J.,25,18,6-2 7-6 6-7 6-3,0
Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Anderson K.,14.38,Bedene A.,15.43,Anderson K.,19,10,6-3 7-5 6-2,0
Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Tomic B.,15.39,Donskoy E.,15.13,Tomic B.,18,9,6-4 6-3 6-2,0
Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Pospisil V.,15.71,Haase R.,15.06,Haase R.,20,24,6-7 6-4 5-7 3-6,1
Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Saville L.,14.45,Thiem D.,15.85,Saville L.,22,19,7-5 6-4 3-6 6-4,0
Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Dimitrov G.,15.65,Harrison R.,14.29,Dimitrov G.,19,11,7-6 6-3 6-2,0
Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,14.24,Golubev A.,13,Djokovic N.,18,5,6-0 6-1 6-4,0
Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Kudla D.,15.21,Ilhan M.,13.83,Kudla D.,24,21,7-6 6-4 4-6 7-5,0
Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,De Schepper K.,15.13,Nishikori K.,16.02,Nishikori K.,15,20,4-6 6-7 5-7,1
Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Klahn B.,15.0,Querrey S.,15.32,Querrey S.,17,25,7-6 4-6 1-6 5-7,1
Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Ebden M.,14.9,Raonic M.,15.84,Raonic M.,10,18,2-6 4-6 4-6,1
Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Kukushkin M.,15.52,Sela D.,13,Kukushkin M.,18,12,6-4 6-4 6-4,0
Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Mannarino A.,15.33,Riba P.,15.31,Mannarino A.,18,9,6-2 6-3 6-4,0
Wimbledon,2014-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Murray A.,16.13,Rola B.,14.82,Murray A.,18,2,6-1 6-1 6-0,0
Wimbledon,2014-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Puetz T.,14.14,Fognini F.,15.37,Fognini F.,19,21,6-2 4-6 6-7 3-6,1
Wimbledon,2014-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Dimitrov G.,15.65,Saville L.,14.45,Dimitrov G.,18,9,6-3 6-2 6-4,0
Wimbledon,2014-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Haase R.,15.06,Simon G.,14,Simon G.,14,19,6-7 4-6 4-6,1
Wimbledon,2014-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Kudla D.,15.21,Nishikori K.,16.02,Nishikori K.,6,18,3-6 2-6 1-6,1
Wimbledon,2014-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Raonic M.,15.84,Sock J.,15.48,Raonic M.,18,11,6-3 6-4 6-4,0
Wimbledon,2014-06-27,Grand Slam,Outdoor,Grass,2nd Round,5,Granollers M.,14.62,Giraldo S.,15.1,Giraldo S.,24,25,6-4 6-7 6-1 1-6 5-7,1
Wimbledon,2014-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Fognini F.,15.37,Anderson K.,14.38,Anderson K.,19,24,6-4 4-6 6-2 2-6 1-6,1
Wimbledon,2014-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,14.24,Simon G.,13,Djokovic N.,18,10,6-4 6-2 6-4,0
Wimbledon,2014-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Dimitrov G.,15.65,Dolgopolov O.,15.44,Dimitrov G.,26,22,6-7 6-4 2-6 6-4 6-1,0
Wimbledon,2014-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Vesely J.,15.37,Kyrgios N.,15.81,Kyrgios N.,16,22,6-3 3-6 5-7 2-6,1
Wimbledon,2014-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Chardy J.,15.38,Cilic M.,15.75,Cilic M.,14,19,6-7 4-6 4-6,1
Wimbledon,2014-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Dimitrov G.,15.65,Mayer L.,15.39,Dimitrov G.,19,12,6-4 7-6 6-2,0
Wimbledon,2014-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Anderson K.,14.38,Murray A.,16.13,Murray A.,13,19,4-6 3-6 6-7,1
Wimbledon,2014-07-01,Grand Slam,Outdoor,Grass,4th Round,5,Nishikori K.,16.02,Raonic M.,15.84,Raonic M.,16,23,6-4 1-6 6-7 3-6,1
Wimbledon,2014-07-02,Grand Slam,Outdoor,Grass,Quarterfinals,5,Murray A.,16.13,Dimitrov G.,15.65,Dimitrov G.,9,19,1-6 6-7 2-6,1
Wimbledon,2014-07-02,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,14.24,Cilic M.,15.75,Djokovic N.,27,18,6-1 3-6 6-7 6-2 6-2,0
Wimbledon,2014-07-02,Grand Slam,Outdoor,Grass,Quarterfinals,5,Raonic M.,15.84,Kyrgios N.,15.81,Raonic M.,25,19,6-7 6-2 6-4 7-6,0
Wimbledon,2014-07-04,Grand Slam,Outdoor,Grass,Semifinals,5,Dimitrov G.,15.65,Djokovic N.,14.24,Djokovic N.,22,23,4-6 6-3 6-7 6-7,1
SkiStar Swedish Open,2014-07-08,ATP250,Outdoor,Clay,1st Round,3,Ramos A.,15.42,Vesely J.,15.37,Ramos A.,13,7,7-5 6-2,0
SkiStar Swedish Open,2014-07-08,ATP250,Outdoor,Clay,1st Round,3,De Schepper K.,15.13,Albot R.,15.28,Albot R.,7,13,6-7 1-6,1
SkiStar Swedish Open,2014-07-08,ATP250,Outdoor,Clay,1st Round,3,Ymer E.,15.0,Kukushkin M.,15.52,Ymer E.,13,8,6-3 7-5,0
SkiStar Swedish Open,2014-07-09,ATP250,Outdoor,Clay,2nd Round,3,Sousa J.,15.27,Ymer E.,15.0,Sousa J.,13,8,6-3 7-5,0
SkiStar Swedish Open,2014-07-11,ATP250,Outdoor,Clay,Quarterfinals,3,Sousa J.,15.27,Lajovic D.,15.07,Sousa J.,12,8,6-4 6-4,0
Hall of Fame Championships,2014-07-07,ATP250,Outdoor,Grass,1st Round,3,Thompson C.,15.16,Johnson S.,15.62,Johnson S.,3,12,1-6 2-6,1
Hall of Fame Championships,2014-07-07,ATP250,Outdoor,Grass,1st Round,3,Ito T.,14.69,Krueger M.,14.97,Ito T.,13,7,7-6 6-1,0
Hall of Fame Championships,2014-07-08,ATP250,Outdoor,Grass,1st Round,3,Saville L.,14.45,Polansky P.,14.71,Saville L.,12,6,6-4 6-2,0
Hall of Fame Championships,2014-07-08,ATP250,Outdoor,Grass,1st Round,3,Mannarino A.,15.33,Wang J.,14.45,Mannarino A.,12,6,6-2 6-4,0
Hall of Fame Championships,2014-07-08,ATP250,Outdoor,Grass,1st Round,3,Copil M.,14.8,Pavic A.,14.46,Pavic A.,10,13,6-7 4-6,1
Hall of Fame Championships,2014-07-09,ATP250,Outdoor,Grass,2nd Round,3,Sela D.,14,Mannarino A.,15.33,Sela D.,12,4,6-3 6-1,0
Mercedes Cup,2014-07-09,ATP250,Outdoor,Clay,1st Round,3,Marti Y.,13.19,Laaksonen H.,15.13,Marti Y.,13,9,7-5 6-4,0
Mercedes Cup,2014-07-09,ATP250,Outdoor,Clay,1st Round,3,Sorensen L.,14,Sijsling I.,14.4,Sorensen L.,12,5,6-4 6-1,0
Mercedes Cup,2014-07-09,ATP250,Outdoor,Clay,1st Round,3,Rola B.,14.82,Davydenko P.,14.44,Davydenko P.,10,13,4-6 6-7,1
Mercedes Cup,2014-07-09,ATP250,Outdoor,Clay,1st Round,3,Giraldo S.,15.1,Delic M.,14.48,Giraldo S.,12,6,6-4 6-2,0
Mercedes Cup,2014-07-10,ATP250,Outdoor,Clay,2nd Round,3,Golubev A.,13,Fognini F.,15.37,Fognini F.,8,12,4-6 4-6,1
Mercedes Cup,2014-07-10,ATP250,Outdoor,Clay,2nd Round,3,Giraldo S.,15.1,Davydenko P.,14.44,Giraldo S.,18,11,6-1 6-7 6-3,0
Mercedes Cup,2014-07-11,ATP250,Outdoor,Clay,Quarterfinals,3,Giraldo S.,15.1,Fognini F.,15.37,Fognini F.,7,12,4-6 3-6,1
Claro Open Colombia,2014-07-15,ATP250,Outdoor,Clay,1st Round,3,Struvay E.,14.5,Pella G.,15.56,Pella G.,7,12,3-6 4-6,1
Claro Open Colombia,2014-07-15,ATP250,Outdoor,Clay,1st Round,3,Gonzalez A.,14,Donskoy E.,15.13,Gonzalez A.,16,15,7-5 3-6 6-4,0
Claro Open Colombia,2014-07-15,ATP250,Outdoor,Clay,1st Round,3,King K.,14.43,De Bakker T.,14.76,De Bakker T.,15,15,6-2 6-7 3-6,1
Claro Open Colombia,2014-07-16,ATP250,Outdoor,Clay,1st Round,3,Sela D.,14,Arguello F.,14.87,Sela D.,12,6,6-4 6-2,0
Claro Open Colombia,2014-07-16,ATP250,Outdoor,Clay,1st Round,3,Polansky P.,14.71,Barrientos N.,14.62,Polansky P.,15,13,3-6 6-4 6-3,0
Claro Open Colombia,2014-07-17,ATP250,Outdoor,Clay,2nd Round,3,Gonzalez A.,14,De Bakker T.,14.76,Gonzalez A.,12,7,6-3 6-4,0
